work_year,experience_level,employment_type,job_title,job_category,salary,remote_ratio,company_size
2023,SE,FT,Data Architect,Data Infrastructure,125000,100,M
2023,MI,FT,Data Architect,Data Infrastructure,167500,0,M
2023,MI,FT,Data Architect,Data Infrastructure,106500,0,M
2023,SE,FT,Research Scientist,Research & Development,250000,0,M
2023,SE,FT,Research Scientist,Research & Development,200000,0,M
2023,MI,FT,Machine Learning Engineer,Machine Learning & AI,135000,50,L
2023,SE,FT,Machine Learning Engineer,Machine Learning & AI,216000,100,M
2023,SE,FT,Machine Learning Engineer,Machine Learning & AI,184000,100,M
2023,SE,FT,Data Engineer,Data Engineering,180000,100,M
2023,SE,FT,Data Engineer,Data Engineering,165000,100,M
2023,SE,FT,Data Scientist,Data Science,185900,0,M
2023,SE,FT,Data Scientist,Data Science,129300,0,M
2023,SE,FT,Data Engineer,Data Engineering,145000,0,M
2023,SE,FT,Data Engineer,Data Engineering,120000,0,M
2023,MI,FT,Data Engineer,Data Engineering,143865,0,M
2023,MI,FT,Data Engineer,Data Engineering,115092,0,M
2023,MI,FT,Machine Learning Engineer,Machine Learning & AI,130000,0,M
2023,MI,FT,Machine Learning Engineer,Machine Learning & AI,90000,0,M
2023,SE,FT,Data Scientist,Data Science,173000,100,M
2023,SE,FT,Data Scientist,Data Science,132000,100,M
2023,SE,FT,Data Analyst,Data Analytics,208049,0,M
2023,SE,FT,Data Analyst,Data Analytics,128500,0,M
2023,SE,FT,Analytics Engineer,Data Analytics,179820,0,M
2023,SE,FT,Analytics Engineer,Data Analytics,143860,0,M
2023,SE,FT,Data Engineer,Data Engineering,167500,0,M
2023,SE,FT,Data Engineer,Data Engineering,106500,0,M
2023,SE,FT,Data Scientist,Data Science,275300,100,M
2023,SE,FT,Data Scientist,Data Science,183500,100,M
2023,MI,FT,Data Engineer,Data Engineering,149600,0,M
2023,MI,FT,Data Engineer,Data Engineering,102000,0,M
2023,EX,FT,Data Scientist,Data Science,145000,0,M
2023,EX,FT,Data Scientist,Data Science,100000,0,M
2023,SE,FT,Data Analyst,Data Analytics,190000,100,M
2023,SE,FT,Data Analyst,Data Analytics,95000,100,M
2023,SE,FT,Data Analyst,Data Analytics,153600,0,M
2023,SE,FT,Data Analyst,Data Analytics,106800,0,M
2023,MI,FT,Data Analyst,Data Analytics,128000,0,M
2023,MI,FT,Data Analyst,Data Analytics,85000,0,M
2023,MI,FT,Data Engineer,Data Engineering,151000,0,M
2023,MI,FT,Data Engineer,Data Engineering,140000,0,M
2023,SE,FT,Data Scientist,Data Science,275300,100,M
2023,SE,FT,Data Scientist,Data Science,183500,100,M
2023,SE,FT,Machine Learning Scientist,Machine Learning & AI,220000,0,M
2023,SE,FT,Machine Learning Scientist,Machine Learning & AI,170000,0,M
2023,SE,FT,Data Analyst,Data Analytics,135000,0,M
2023,SE,FT,Data Analyst,Data Analytics,105500,0,M
2023,SE,FT,Data Analyst,Data Analytics,100000,100,M
2023,SE,FT,Data Analyst,Data Analytics,80000,100,M
2023,MI,FT,Data Analyst,Data Analytics,154000,0,M
2023,MI,FT,Data Analyst,Data Analytics,143000,0,M
2023,EN,FT,Data Scientist,Data Science,190000,0,M
2023,EN,FT,Data Scientist,Data Science,120000,0,M
2023,SE,FT,Data Engineer,Data Engineering,150000,0,M
2023,SE,FT,Data Engineer,Data Engineering,111000,0,M
2023,EX,FT,Data Engineer,Data Engineering,265000,0,M
2023,EX,FT,Data Engineer,Data Engineering,235000,0,M
2023,SE,FT,Data Engineer,Data Engineering,160000,100,M
2023,SE,FT,Data Engineer,Data Engineering,130000,100,M
2023,MI,FT,Data Engineer,Data Engineering,75000,100,M
2023,MI,FT,Data Engineer,Data Engineering,60400,100,M
2023,EN,FT,Data Analyst,Data Analytics,85000,100,M
2023,EN,FT,Data Analyst,Data Analytics,75000,100,M
2023,SE,FT,Data Engineer,Data Engineering,252000,0,M
2023,SE,FT,Data Engineer,Data Engineering,129000,0,M
2023,EN,FT,Data Engineer,Data Engineering,92700,100,M
2023,EN,FT,Data Engineer,Data Engineering,61800,100,M
2023,MI,FT,Data Analyst,Data Analytics,83500,100,M
2023,MI,FT,Data Analyst,Data Analytics,52500,100,M
2023,SE,FT,Data Scientist,Data Science,201036,0,M
2023,SE,FT,Data Scientist,Data Science,134024,0,M
2023,SE,FT,Data Analyst,Data Analytics,165000,100,M
2023,SE,FT,Data Analyst,Data Analytics,140000,100,M
2023,EN,FT,Data Engineer,Data Engineering,62000,100,M
2023,EN,FT,Data Engineer,Data Engineering,58000,100,M
2023,SE,FT,Data Scientist,Data Science,172000,0,M
2023,SE,FT,Data Scientist,Data Science,115000,0,M
2023,EN,FT,Data Engineer,Data Engineering,125000,0,M
2023,EN,FT,Data Engineer,Data Engineering,90000,0,M
2023,SE,FT,Data Engineer,Data Engineering,163800,0,M
2023,SE,FT,Data Engineer,Data Engineering,126000,0,M
2023,SE,FT,Data Scientist,Data Science,237000,100,M
2023,SE,FT,Data Scientist,Data Science,145000,100,M
2023,MI,FT,Data Engineer,Data Engineering,90000,100,M
2023,MI,FT,Data Engineer,Data Engineering,90000,100,M
2023,SE,FT,Data Engineer,Data Engineering,139500,0,M
2023,SE,FT,Data Engineer,Data Engineering,109400,0,M
2023,MI,FT,Data Engineer,Data Engineering,145000,0,M
2023,MI,FT,Data Engineer,Data Engineering,120000,0,M
2023,SE,FT,Data Engineer,Data Engineering,205600,0,L
2023,SE,FT,Data Engineer,Data Engineering,105700,0,L
2023,SE,FT,Data Engineer,Data Engineering,252000,0,M
2023,SE,FT,Data Engineer,Data Engineering,129000,0,M
2023,SE,FT,Data Scientist,Data Science,239748,0,M
2023,SE,FT,Data Scientist,Data Science,159832,0,M
2023,SE,FT,Data Scientist,Data Science,186300,100,M
2023,SE,FT,Data Scientist,Data Science,102500,100,M
2023,SE,FT,Data Engineer,Data Engineering,165000,0,M
2023,SE,FT,Data Engineer,Data Engineering,132300,0,M
2023,SE,FT,Data Scientist,Data Science,190000,0,M
2023,SE,FT,Data Scientist,Data Science,126000,0,M
2023,SE,FT,Data Architect,Data Infrastructure,149040,100,M
2023,SE,FT,Data Architect,Data Infrastructure,113900,100,M
2023,SE,FT,Data Engineer,Data Engineering,153600,100,M
2023,SE,FT,Data Engineer,Data Engineering,106800,100,M
2023,SE,FT,Data Engineer,Data Engineering,172600,100,M
2023,SE,FT,Data Engineer,Data Engineering,107900,100,M
2023,SE,FT,Data Analyst,Data Analytics,180180,0,M
2023,SE,FT,Data Analyst,Data Analytics,106020,0,M
2023,SE,FT,Data Architect,Data Infrastructure,376080,100,M
2023,SE,FT,Data Architect,Data Infrastructure,213120,100,M
2023,SE,FT,Data Analyst,Data Analytics,153600,0,M
2023,SE,FT,Data Analyst,Data Analytics,100500,0,M
2023,SE,FT,Data Analyst,Data Analytics,206500,100,M
2023,SE,FT,Data Analyst,Data Analytics,121600,100,M
2023,SE,FT,Data Engineer,Data Engineering,260000,0,M
2023,SE,FT,Data Engineer,Data Engineering,225000,0,M
2023,EX,FT,Data Engineer,Data Engineering,194500,0,M
2023,EX,FT,Data Engineer,Data Engineering,115500,0,M
2023,SE,FT,Cloud Database Engineer,Data Infrastructure,170000,100,L
2023,SE,FT,Applied Machine Learning Scientist,Machine Learning & AI,90000,100,L
2023,EN,FT,Data Analyst,Data Analytics,95000,100,M
2023,EN,FT,Data Analyst,Data Analytics,70000,100,M
2023,SE,FT,Data Engineer,Data Engineering,275000,0,M
2023,SE,FT,Data Engineer,Data Engineering,160000,0,M
2023,SE,FT,Data Analyst,Data Analytics,115934,100,M
2023,SE,FT,Data Analyst,Data Analytics,81666,100,M
2023,SE,FT,Data Scientist,Data Science,175000,0,M
2023,SE,FT,Data Scientist,Data Science,120000,0,M
2023,SE,FT,Machine Learning Engineer,Machine Learning & AI,150000,100,M
2023,SE,FT,Machine Learning Engineer,Machine Learning & AI,120000,100,M
2023,SE,FT,Research Engineer,Research & Development,200000,0,M
2023,SE,FT,Research Engineer,Research & Development,175000,0,M
2023,MI,FT,Data Analyst,Data Analytics,206000,0,M
2023,MI,FT,Data Analyst,Data Analytics,130000,0,M
2023,SE,FT,Data Analyst,Data Analytics,110000,100,M
2023,SE,FT,Data Analyst,Data Analytics,75000,100,M
2023,SE,FT,Analytics Engineer,Data Analytics,130000,0,M
2023,SE,FT,Analytics Engineer,Data Analytics,87000,0,M
2023,MI,FT,Data Analyst,Data Analytics,160000,0,M
2023,MI,FT,Data Analyst,Data Analytics,112000,0,M
2023,MI,FT,Data Engineer,Data Engineering,162500,0,M
2023,MI,FT,Data Engineer,Data Engineering,130000,0,M
2023,SE,FT,Data Science Manager,Leadership,299500,0,M
2023,SE,FT,Data Science Manager,Leadership,245100,0,M
2023,MI,FT,Data Scientist,Data Science,145000,0,M
2023,MI,FT,Data Scientist,Data Science,100000,0,M
2023,SE,FT,Data Engineer,Data Engineering,147100,0,M
2023,SE,FT,Data Engineer,Data Engineering,90700,0,M
2023,EN,FT,Data Engineer,Data Engineering,115100,0,M
2023,EN,FT,Data Engineer,Data Engineering,73900,0,M
2023,SE,FT,Data Engineer,Data Engineering,168400,0,M
2023,SE,FT,Data Engineer,Data Engineering,105200,0,M
2023,SE,FT,Data Scientist,Data Science,210000,0,M
2023,SE,FT,Data Scientist,Data Science,160000,0,M
2023,MI,FT,Data Scientist,Data Science,145000,0,M
2023,MI,FT,Data Scientist,Data Science,100000,0,M
2023,SE,FT,Applied Scientist,Data Science,222200,0,L
2023,SE,FT,Applied Scientist,Data Science,136000,0,L
2023,MI,FT,Data Analyst,Data Analytics,100000,0,M
2023,MI,FT,Data Analyst,Data Analytics,85000,0,M
2023,EX,FT,Data Scientist,Data Science,200000,0,M
2023,EX,FT,Data Scientist,Data Science,145000,0,M
2023,MI,FT,Data Engineer,Data Engineering,140000,0,M
2023,MI,FT,Data Engineer,Data Engineering,95000,0,M
2023,SE,FT,Data Analyst,Data Analytics,185000,100,M
2023,SE,FT,Data Analyst,Data Analytics,120250,100,M
2023,MI,FT,Financial Data Analyst,Data Analytics,130000,100,L
2023,SE,FT,Data Scientist,Data Science,205000,0,M
2023,SE,FT,Data Scientist,Data Science,140000,0,M
2023,SE,FT,Data Scientist,Data Science,297300,100,M
2023,SE,FT,Data Scientist,Data Science,198200,100,M
2023,SE,FT,Research Scientist,Research & Development,141288,0,M
2023,SE,FT,Research Scientist,Research & Development,94192,0,M
2023,SE,FT,Data Infrastructure Engineer,Data Infrastructure,184000,100,M
2023,SE,FT,Data Infrastructure Engineer,Data Infrastructure,143000,100,M
2023,SE,FT,Data Analyst,Data Analytics,70000,0,M
2023,SE,FT,Data Analyst,Data Analytics,55000,0,M
2023,SE,FT,Analytics Engineer,Data Analytics,275300,100,M
2023,SE,FT,Analytics Engineer,Data Analytics,183500,100,M
2023,MI,FT,Data Analyst,Data Analytics,75000,100,M
2023,MI,FT,Data Analyst,Data Analytics,65000,100,M
2023,MI,FT,ML Engineer,Machine Learning & AI,160000,0,M
2023,MI,FT,ML Engineer,Machine Learning & AI,147000,0,M
2023,SE,FT,Data Architect,Data Infrastructure,149040,100,M
2023,SE,FT,Data Architect,Data Infrastructure,113900,100,M
2023,SE,FT,Data Analyst,Data Analytics,180180,0,M
2023,SE,FT,Data Analyst,Data Analytics,106020,0,M
2023,MI,FT,Machine Learning Engineer,Machine Learning & AI,250000,0,M
2023,MI,FT,Machine Learning Engineer,Machine Learning & AI,150000,0,M
2023,SE,FT,Data Engineer,Data Engineering,139500,0,M
2023,SE,FT,Data Engineer,Data Engineering,109400,0,M
2023,SE,FT,Data Scientist,Data Science,105000,0,M
2023,SE,FT,Data Scientist,Data Science,70000,0,M
2023,EX,FT,Data Engineer,Data Engineering,210914,100,M
2023,EX,FT,Data Engineer,Data Engineering,116704,100,M
2023,EN,FT,Research Scientist,Research & Development,150000,0,M
2023,EN,FT,Research Scientist,Research & Development,100000,0,M
2023,SE,FT,Data Engineer,Data Engineering,146000,0,M
2023,SE,FT,Data Engineer,Data Engineering,75000,0,M
2023,EN,FT,Data Analyst,Data Analytics,75000,100,M
2023,EN,FT,Data Analyst,Data Analytics,60000,100,M
2023,MI,FT,Analytics Engineer,Data Analytics,185700,0,M
2023,MI,FT,Analytics Engineer,Data Analytics,165000,0,M
2023,SE,FT,Data Engineer,Data Engineering,160000,100,M
2023,SE,FT,Data Engineer,Data Engineering,130000,100,M
2023,SE,FT,Data Analyst,Data Analytics,169000,0,M
2023,SE,FT,Data Analyst,Data Analytics,110600,0,M
2023,SE,FT,Data Operations Engineer,Data Engineering,193000,100,M
2023,SE,FT,Data Operations Engineer,Data Engineering,136850,100,M
2023,SE,FT,Machine Learning Engineer,Machine Learning & AI,139500,0,M
2023,SE,FT,Machine Learning Engineer,Machine Learning & AI,109400,0,M
2023,SE,FT,Data Engineer,Data Engineering,276000,100,M
2023,SE,FT,Data Engineer,Data Engineering,178500,100,M
2023,SE,FT,Data Engineer,Data Engineering,252000,0,M
2023,SE,FT,Data Engineer,Data Engineering,129000,0,M
2022,SE,FT,BI Developer,Data Engineering,130000,100,L
2021,MI,FT,Data Science Lead,Leadership,150000,100,M
2023,SE,FT,Data Engineer,Data Engineering,163800,0,M
2023,SE,FT,Data Engineer,Data Engineering,126000,0,M
2023,SE,FT,Analytics Engineer,Data Analytics,170000,100,M
2023,SE,FT,Analytics Engineer,Data Analytics,130000,100,M
2023,SE,FT,Machine Learning Engineer,Machine Learning & AI,247500,0,M
2023,SE,FT,Machine Learning Engineer,Machine Learning & AI,172200,0,M
2023,SE,FT,Data Scientist,Data Science,239748,0,M
2023,SE,FT,Data Scientist,Data Science,159832,0,M
2023,SE,FT,Machine Learning Engineer,Machine Learning & AI,163800,0,M
2023,SE,FT,Machine Learning Engineer,Machine Learning & AI,126000,0,M
2023,MI,FT,Data Scientist,Data Science,128750,0,M
2023,MI,FT,Data Scientist,Data Science,106250,0,M
2023,SE,FT,Data Engineer,Data Engineering,252000,0,M
2023,SE,FT,Data Engineer,Data Engineering,129000,0,M
2023,SE,FT,Data Science Manager,Leadership,299500,0,M
2023,SE,FT,Data Science Manager,Leadership,245100,0,M
2023,MI,FT,Data Analytics Manager,Data Analytics,155000,0,M
2023,MI,FT,Data Analytics Manager,Data Analytics,140000,0,M
2023,EX,FT,Data Engineer,Data Engineering,167500,0,M
2023,EX,FT,Data Engineer,Data Engineering,106500,0,M
2023,SE,FT,Data Architect,Data Infrastructure,188500,100,M
2023,SE,FT,Data Architect,Data Infrastructure,117000,100,M
2023,SE,FT,Data Analyst,Data Analytics,250000,100,M
2023,SE,FT,Data Analyst,Data Analytics,138000,100,M
2023,SE,FT,Data Engineer,Data Engineering,140000,0,M
2023,SE,FT,Data Engineer,Data Engineering,120000,0,M
2023,SE,FT,BI Analyst,Data Analytics,160000,0,M
2023,SE,FT,BI Analyst,Data Analytics,135000,0,M
2023,MI,FT,Data Science Manager,Leadership,104500,0,M
2023,MI,FT,Data Science Manager,Leadership,70000,0,M
2023,MI,FT,Data Science Consultant,Consulting,90000,0,M
2023,MI,FT,Data Science Consultant,Consulting,70000,0,M
2023,SE,FT,Data Engineer,Data Engineering,153600,100,M
2023,SE,FT,Data Engineer,Data Engineering,106800,100,M
2023,EN,FT,Data Engineer,Data Engineering,125000,0,M
2023,EN,FT,Data Engineer,Data Engineering,90000,0,M
2023,MI,FT,Research Scientist,Research & Development,185000,100,M
2023,MI,FT,Research Scientist,Research & Development,125000,100,M
2023,SE,FT,Data Analyst,Data Analytics,127000,100,M
2023,SE,FT,Data Analyst,Data Analytics,94000,100,M
2023,SE,FT,Data Scientist,Data Science,210550,0,M
2023,SE,FT,Data Scientist,Data Science,153300,0,M
2023,MI,FT,Data Scientist,Data Science,200000,100,M
2023,MI,FT,Data Scientist,Data Science,150000,100,M
2023,SE,FT,Data Analyst,Data Analytics,161500,100,M
2023,SE,FT,Data Analyst,Data Analytics,119500,100,M
2023,SE,FT,Data Analyst,Data Analytics,175000,0,M
2023,SE,FT,Data Analyst,Data Analytics,145000,0,M
2023,SE,FT,Data Scientist,Data Science,175000,0,M
2023,SE,FT,Data Scientist,Data Science,148750,0,M
2023,SE,FT,Data Analytics Specialist,Data Analytics,105000,0,M
2023,SE,FT,Data Analytics Specialist,Data Analytics,85000,0,M
2023,SE,FT,Research Scientist,Research & Development,215000,0,M
2023,SE,FT,Research Scientist,Research & Development,146300,0,M
2023,SE,FT,Machine Learning Engineer,Machine Learning & AI,153400,0,M
2023,SE,FT,Machine Learning Engineer,Machine Learning & AI,122700,0,M
2023,MI,FT,Data Engineer,Data Engineering,260000,0,M
2023,MI,FT,Data Engineer,Data Engineering,175000,0,M
2023,SE,FT,Data Scientist,Data Science,186300,100,M
2023,SE,FT,Data Scientist,Data Science,123900,100,M
2023,MI,FT,Research Scientist,Research & Development,340000,100,M
2023,MI,FT,Research Scientist,Research & Development,150000,100,M
2023,SE,FT,Machine Learning Engineer,Machine Learning & AI,153400,0,M
2023,SE,FT,Machine Learning Engineer,Machine Learning & AI,122700,0,M
2023,MI,FT,Data Engineer,Data Engineering,250000,0,M
2023,MI,FT,Data Engineer,Data Engineering,175000,0,M
2023,SE,FT,Data Analyst,Data Analytics,185900,0,M
2023,SE,FT,Data Analyst,Data Analytics,121700,0,M
2023,SE,FT,Data Analyst,Data Analytics,153600,0,M
2023,SE,FT,Data Analyst,Data Analytics,106800,0,M
2023,EN,FT,Data Analyst,Data Analytics,100000,100,L
2023,SE,FT,Machine Learning Engineer,Machine Learning & AI,247500,0,M
2023,SE,FT,Machine Learning Engineer,Machine Learning & AI,172200,0,M
2023,EX,FT,Data Engineer,Data Engineering,310000,100,M
2023,EX,FT,Data Engineer,Data Engineering,239000,100,M
2023,SE,FT,Data Analyst,Data Analytics,125000,0,M
2023,SE,FT,Data Analyst,Data Analytics,110000,0,M
2023,EN,FT,Data Analyst,Data Analytics,150000,0,M
2023,EN,FT,Data Analyst,Data Analytics,100000,0,M
2023,SE,FT,Data Scientist,Data Science,149076,0,M
2023,SE,FT,Data Scientist,Data Science,82365,0,M
2023,MI,FT,Data Engineer,Data Engineering,146000,0,M
2023,MI,FT,Data Engineer,Data Engineering,75000,0,M
2023,SE,FT,Machine Learning Engineer,Machine Learning & AI,139500,0,M
2023,SE,FT,Machine Learning Engineer,Machine Learning & AI,109400,0,M
2023,SE,FT,Data Engineer,Data Engineering,139500,0,M
2023,SE,FT,Data Engineer,Data Engineering,109400,0,M
2023,MI,FT,Data Engineer,Data Engineering,149600,0,M
2023,MI,FT,Data Engineer,Data Engineering,102000,0,M
2023,SE,FT,Data Engineer,Data Engineering,252000,0,M
2023,SE,FT,Data Engineer,Data Engineering,129000,0,M
2023,SE,FT,Data Analyst,Data Analytics,95000,0,M
2023,SE,FT,Data Analyst,Data Analytics,85500,0,M
2023,SE,FT,Data Analyst,Data Analytics,185900,0,M
2023,SE,FT,Data Analyst,Data Analytics,121700,0,M
2023,EN,FT,Research Scientist,Research & Development,150000,0,M
2023,EN,FT,Research Scientist,Research & Development,100000,0,M
2023,MI,FT,Data Engineer,Data Engineering,145000,0,M
2023,MI,FT,Data Engineer,Data Engineering,125000,0,M
2023,MI,FT,Data Scientist,Data Science,150000,100,M
2023,MI,FT,Data Scientist,Data Science,97750,100,M
2023,SE,FT,Data Scientist,Data Science,201000,0,M
2023,SE,FT,Data Scientist,Data Science,122000,0,M
2023,SE,FT,Data Engineer,Data Engineering,252000,0,M
2023,SE,FT,Data Engineer,Data Engineering,129000,0,M
2023,SE,FT,Data Analyst,Data Analytics,120000,100,M
2023,SE,FT,Data Analyst,Data Analytics,75000,100,M
2023,MI,FT,Data Scientist,Data Science,116990,100,M
2023,MI,FT,Data Scientist,Data Science,82920,100,M
2023,SE,FT,Data Scientist,Data Science,185900,0,M
2023,SE,FT,Data Scientist,Data Science,129300,0,M
2023,MI,FT,Machine Learning Scientist,Machine Learning & AI,200000,0,S
2023,MI,FT,Machine Learning Scientist,Machine Learning & AI,125000,0,S
2023,SE,FT,Data Scientist,Data Science,201000,0,M
2023,SE,FT,Data Scientist,Data Science,122000,0,M
2023,SE,FT,Machine Learning Engineer,Machine Learning & AI,204500,0,M
2023,SE,FT,Machine Learning Engineer,Machine Learning & AI,142200,0,M
2023,SE,FT,Data Manager,Data Management,155000,0,M
2023,SE,FT,Data Manager,Data Management,140000,0,M
2023,MI,FT,Machine Learning Infrastructure Engineer,Machine Learning & AI,205920,0,M
2023,MI,FT,Machine Learning Infrastructure Engineer,Machine Learning & AI,171600,0,M
2023,SE,FT,Data Engineer,Data Engineering,121500,100,M
2023,SE,FT,Data Engineer,Data Engineering,78000,100,M
2023,MI,FT,Data Engineer,Data Engineering,154000,0,M
2023,MI,FT,Data Engineer,Data Engineering,116000,0,M
2023,SE,FT,Data Scientist,Data Science,190000,0,M
2023,SE,FT,Data Scientist,Data Science,136000,0,M
2023,SE,FT,Data Analyst,Data Analytics,180000,0,M
2023,SE,FT,Data Analyst,Data Analytics,110000,0,M
2023,SE,FT,Data Scientist,Data Science,275300,100,M
2023,SE,FT,Data Scientist,Data Science,183000,100,M
2023,SE,FT,Data Engineer,Data Engineering,170000,0,M
2023,SE,FT,Data Engineer,Data Engineering,140000,0,M
2023,SE,FT,Data Engineer,Data Engineering,154000,0,M
2023,SE,FT,Data Engineer,Data Engineering,116000,0,M
2023,SE,FT,Data Engineer,Data Engineering,160000,100,M
2023,SE,FT,Data Engineer,Data Engineering,130000,100,M
2023,MI,FT,Data Engineer,Data Engineering,200000,0,M
2023,MI,FT,Data Engineer,Data Engineering,120000,0,M
2023,SE,FT,Data Scientist,Data Science,175000,100,M
2023,SE,FT,Data Scientist,Data Science,160000,100,M
2023,SE,FT,Data Engineer,Data Engineering,153600,0,M
2023,SE,FT,Data Engineer,Data Engineering,106800,0,M
2023,EN,FT,Data Analyst,Data Analytics,85000,100,M
2023,EN,FT,Data Analyst,Data Analytics,75000,100,M
2023,SE,FT,Data Scientist,Data Science,225000,0,M
2023,SE,FT,Data Scientist,Data Science,156400,0,M
2023,SE,FT,Analytics Engineer,Data Analytics,150000,0,M
2023,SE,FT,Analytics Engineer,Data Analytics,120000,0,M
2023,SE,FT,Machine Learning Engineer,Machine Learning & AI,163800,0,M
2023,SE,FT,Machine Learning Engineer,Machine Learning & AI,126000,0,M
2023,SE,FT,Data Analyst,Data Analytics,145000,100,M
2023,SE,FT,Data Analyst,Data Analytics,90000,100,M
2023,SE,FT,Machine Learning Engineer,Machine Learning & AI,204500,0,M
2023,SE,FT,Machine Learning Engineer,Machine Learning & AI,142200,0,M
2023,SE,FT,Data Analyst,Data Analytics,95000,0,M
2023,SE,FT,Data Analyst,Data Analytics,85500,0,M
2023,SE,FT,Data Engineer,Data Engineering,167500,0,M
2023,SE,FT,Data Engineer,Data Engineering,106500,0,M
2023,SE,FT,Data Engineer,Data Engineering,163800,0,M
2023,SE,FT,Data Engineer,Data Engineering,126000,0,M
2023,MI,FT,Data Analytics Manager,Data Analytics,155000,0,M
2023,MI,FT,Data Analytics Manager,Data Analytics,140000,0,M
2023,SE,FT,Research Scientist,Research & Development,250000,0,M
2023,SE,FT,Research Scientist,Research & Development,200000,0,M
2023,SE,FT,Data Scientist,Data Science,260000,0,M
2023,SE,FT,Data Scientist,Data Science,186000,0,M
2023,SE,FT,Data Engineer,Data Engineering,160000,100,M
2023,SE,FT,Data Engineer,Data Engineering,130000,100,M
2023,SE,FT,Research Scientist,Research & Development,200000,0,M
2023,SE,FT,Research Scientist,Research & Development,150000,0,M
2023,SE,FT,Data Scientist,Data Science,150000,0,M
2023,SE,FT,Data Scientist,Data Science,120000,0,M
2023,MI,FT,Research Scientist,Research & Development,185000,0,M
2023,MI,FT,Research Scientist,Research & Development,125000,0,M
2022,EN,PT,Data Analyst,Data Analytics,34320,100,S
2023,SE,FT,Data Analyst,Data Analytics,175000,100,M
2023,SE,FT,Data Analyst,Data Analytics,130000,100,M
2023,SE,FT,Data Analyst,Data Analytics,122000,100,M
2023,SE,FT,Data Analyst,Data Analytics,93800,100,M
2023,SE,FT,Data Analyst,Data Analytics,165000,100,M
2023,SE,FT,Data Analyst,Data Analytics,112000,100,M
2023,EN,FT,Computer Vision Engineer,Machine Learning & AI,220000,0,M
2023,SE,FT,Machine Learning Engineer,Machine Learning & AI,204500,0,M
2023,SE,FT,Machine Learning Engineer,Machine Learning & AI,142200,0,M
2023,MI,FT,Machine Learning Engineer,Machine Learning & AI,200000,0,M
2023,MI,FT,Machine Learning Engineer,Machine Learning & AI,175000,0,M
2023,SE,FT,Data Engineer,Data Engineering,185900,0,M
2023,SE,FT,Data Engineer,Data Engineering,129300,0,M
2023,SE,FT,Data Analyst,Data Analytics,185900,0,M
2023,SE,FT,Data Analyst,Data Analytics,121700,0,M
2023,SE,FT,Machine Learning Engineer,Machine Learning & AI,204500,0,M
2023,SE,FT,Machine Learning Engineer,Machine Learning & AI,142200,0,M
2023,SE,FT,Data Analyst,Data Analytics,180180,0,M
2023,SE,FT,Data Analyst,Data Analytics,106020,0,M
2023,SE,FT,Data Scientist,Data Science,136000,100,M
2023,SE,FT,Data Scientist,Data Science,104000,100,M
2023,SE,FT,Data Analyst,Data Analytics,125000,0,M
2023,SE,FT,Data Analyst,Data Analytics,110000,0,M
2023,SE,FT,Machine Learning Engineer,Machine Learning & AI,153400,0,M
2023,SE,FT,Machine Learning Engineer,Machine Learning & AI,122700,0,M
2023,EX,FT,Data Engineer,Data Engineering,310000,100,M
2023,EX,FT,Data Engineer,Data Engineering,239000,100,M
2023,SE,FT,Data Analyst,Data Analytics,152380,0,M
2023,SE,FT,Data Analyst,Data Analytics,121904,0,M
2023,SE,FT,Data Scientist,Data Science,185900,0,M
2023,SE,FT,Data Scientist,Data Science,129300,0,M
2023,SE,FT,Machine Learning Engineer,Machine Learning & AI,247500,0,M
2023,SE,FT,Machine Learning Engineer,Machine Learning & AI,172200,0,M
2023,SE,FT,Data Architect,Data Infrastructure,168400,0,M
2023,SE,FT,Data Architect,Data Infrastructure,105200,0,M
2023,SE,FT,Machine Learning Engineer,Machine Learning & AI,128280,0,M
2023,SE,FT,Machine Learning Engineer,Machine Learning & AI,106900,0,M
2022,SE,FT,Lead Data Scientist,Data Science,192000,100,L
2023,MI,FT,Data Engineer,Data Engineering,140000,0,M
2023,MI,FT,Data Engineer,Data Engineering,100000,0,M
2023,SE,FT,Data Engineer,Data Engineering,139500,0,M
2023,SE,FT,Data Engineer,Data Engineering,109400,0,M
2023,SE,FT,Machine Learning Engineer,Machine Learning & AI,139500,0,M
2023,SE,FT,Machine Learning Engineer,Machine Learning & AI,109400,0,M
2023,SE,FT,Data Analyst,Data Analytics,170500,100,M
2023,SE,FT,Data Analyst,Data Analytics,85000,100,M
2023,SE,FT,Data Engineer,Data Engineering,80000,0,M
2023,SE,FT,Data Engineer,Data Engineering,65000,0,M
2023,SE,FT,Data Engineer,Data Engineering,124740,0,M
2023,SE,FT,Data Engineer,Data Engineering,65488,0,M
2023,SE,FT,Data Quality Analyst,Data Quality,72200,0,M
2023,SE,FT,Data Quality Analyst,Data Quality,64980,0,M
2023,SE,FT,Data Engineer,Data Engineering,153600,0,M
2023,SE,FT,Data Engineer,Data Engineering,106800,0,M
2023,SE,FT,Data Analyst,Data Analytics,179975,100,M
2023,SE,FT,Data Analyst,Data Analytics,86466,100,M
2023,SE,FT,Data Engineer,Data Engineering,120000,0,M
2023,SE,FT,Data Engineer,Data Engineering,90000,0,M
2023,SE,FT,Data Scientist,Data Science,149076,0,M
2023,SE,FT,Data Scientist,Data Science,82365,0,M
2023,SE,FT,Data Analyst,Data Analytics,169000,0,M
2023,SE,FT,Data Analyst,Data Analytics,110600,0,M
2023,SE,FT,Data Science Manager,Leadership,175000,0,M
